seed,N,n,p,K,r,m,phi,spatial_svd_time,spatial_svd_err,spatial_svd_acc,vanilla_svd_time,vanilla_svd_err,vanilla_svd_acc
327,30,1000,10,3,0.05,5,0.1,504.64989180117846,7.292339074672919,0.96,3.251601774245501,8.478437644806332,0.972
91,30,1000,50,3,0.05,5,0.1,1431.139253322035,9.259568351713492,0.958,3.429860264994204,13.521754644279858,0.605
312,30,1000,10,3,0.05,5,0.1,610.7827779836953,9.459253775210708,0.964,3.269831210374832,12.14782474202282,0.87
355,50,1000,10,3,0.05,5,0.1,727.8999147564173,11.97651799178027,0.903,3.293977562338114,9.419587533594552,0.83
384,30,1000,30,3,0.05,5,0.1,911.5585935264826,9.305222731572684,0.961,3.3475933745503426,14.110866716861429,0.827
368,30,1000,10,3,0.05,5,0.1,642.7487442605197,9.0440307804574,0.974,3.327615011483431,10.236643038237805,0.941
377,10,1000,10,3,0.05,5,0.1,988.905476462096,10.591578185052846,0.946,3.2004943527281284,19.59982406809365,0.56
99,50,1000,50,3,0.05,5,0.1,1134.6821845131926,11.097518998577916,0.958,3.33270921278745,11.216006826758337,0.531
342,10,1000,10,3,0.05,5,0.1,807.3550262711942,9.502676819062131,0.943,3.2881641015410423,16.742137690265988,0.674
314,50,1000,10,3,0.05,5,0.1,614.8901006318629,15.836679244274556,0.975,3.3658020198345184,7.332865359714723,0.885
97,50,1000,50,3,0.05,5,0.1,863.1470560026355,10.15551007685636,0.975,3.2070124810561538,9.932174892726614,0.764
382,50,1000,30,3,0.05,5,0.1,1217.47855129838,13.786762130119758,0.95,3.481100581586361,15.907958782208295,0.575
353,30,1000,10,3,0.05,5,0.1,493.7038608305156,8.167902046169843,0.954,3.2278934977948666,8.491471020281224,0.994
366,30,1000,10,3,0.05,5,0.1,617.5982670709491,11.432053958298756,0.943,3.261510457843542,11.003053227061171,0.918
379,10,1000,10,3,0.05,5,0.1,797.9166180342436,9.718577935935649,0.949,3.494704581797123,13.98325831509099,0.626
321,50,1000,10,3,0.05,5,0.1,2457.5503985099494,11.197717902951837,0.895,3.297034438699484,8.85053102015369,0.589
19,100,1000,30,3,0.05,5,0.1,1062.120738511905,11.879848710247549,0.965,3.265066817868501,11.639093830030156,0.982
98,50,1000,50,3,0.05,5,0.1,958.7649760693312,9.16818440860751,0.969,3.996310643851757,11.753123972435068,0.924
343,10,1000,10,3,0.05,5,0.1,674.8558792956173,7.592027356954117,0.961,3.328293304890394,15.26816598497265,0.848
376,10,1000,10,3,0.05,5,0.1,962.0812920294702,10.512347444767224,0.918,3.371264312416315,14.905378037342436,0.622
8,200,1000,10,3,0.05,5,0.1,470.9117874940858,8.999591464687962,0.986,3.921758480835706,3.243497355288258,0.998
369,30,1000,10,3,0.05,5,0.1,685.6398828811944,10.07166202982434,0.961,3.181455332785845,9.891816628984706,0.872
320,50,1000,10,3,0.05,5,0.1,628.5146453492343,12.752027681198102,0.955,3.879513196647167,9.21892470268953,0.969
378,10,1000,10,3,0.05,5,0.1,1332.4612035378814,9.783344026500153,0.923,3.260016057640314,14.522602693356529,0.452
58,100,1000,30,3,0.05,5,0.1,955.599913590122,15.266210140659275,0.957,3.4301897389814258,7.416574761239256,0.816
88,200,1000,30,3,0.05,5,0.1,834.8524299846031,17.3501070731102,0.959,3.5659801070578396,8.300601568331015,0.782
367,30,1000,10,3,0.05,5,0.1,625.6820872277021,13.92781662740772,0.968,3.345525212585926,9.202046128187222,0.879
383,50,1000,30,3,0.05,5,0.1,856.8248601406813,11.100005024316651,0.959,3.5108256600797176,13.74630060164298,0.904
352,30,1000,10,3,0.05,5,0.1,501.6279623694718,10.903936440970352,0.983,3.2568431831896305,7.729114253688433,0.938
315,50,1000,10,3,0.05,5,0.1,682.8473410606384,13.891911213621958,0.95,3.3090254329144955,9.86624925876476,0.946
96,50,1000,50,3,0.05,5,0.1,1143.3985382951796,13.268030840579584,0.972,3.5657013319432735,15.73213430606766,0.861
19,200,1000,10,3,0.05,5,0.1,592.087954937946,12.34640922690962,0.977,3.293477012310177,9.92031571166629,0.998
328,30,1000,10,3,0.05,5,0.1,631.7663150317967,10.596834651240671,0.977,3.4514444433152676,10.779219287995394,0.905
337,10,1000,10,3,0.05,5,0.1,1506.5467758253217,11.252228859292869,0.909,3.110285867005586,14.776802627390856,0.315
69,200,1000,50,3,0.05,5,0.1,798.0870474018157,7.090407067687644,0.982,3.384114787913859,6.273726433611656,0.998
81,10,1000,50,3,0.05,5,0.1,1725.659447943326,8.758547490185784,0.921,3.313898806925863,18.354196486732356,0.534
8,100,1000,30,3,0.05,5,0.1,707.362444806844,8.819264819103891,0.982,3.322159113828093,6.097154557017547,0.986
302,10,1000,10,3,0.05,5,0.1,1012.375895757228,9.46621434453239,0.944,3.253718677908182,14.8382918145715,0.625
394,10,1000,30,3,0.05,5,0.1,2374.201375260949,11.191424119078338,0.96,3.2912414856255054,13.966440678631509,0.525
354,50,1000,10,3,0.05,5,0.1,738.330761987716,10.460743495473071,0.965,3.7590630427002902,7.323370355889724,0.94
385,30,1000,30,3,0.05,5,0.1,986.948656976223,9.145101496977382,0.98,3.3950593881309032,11.27384847117812,0.832
90,30,1000,50,3,0.05,5,0.1,1253.4387767431326,10.54898342156536,0.959,3.83531533787027,13.658741207702048,0.677
58,200,1000,10,3,0.05,5,0.1,661.0913109187968,15.770888339094608,0.951,2.869569133967161,5.363547839287509,0.772
88,100,1000,10,3,0.05,5,0.1,913.0272047780454,18.433189153814585,0.963,3.4084927630610764,10.980471960856448,0.669
313,30,1000,10,3,0.05,5,0.1,859.6241643540561,11.030415534578156,0.954,3.1835146844387054,14.698630217560046,0.775
326,30,1000,10,3,0.05,5,0.1,481.2263448685408,8.487241813734158,0.972,3.4873651564121246,10.838512781687692,0.987
361,50,1000,10,3,0.05,5,0.1,686.7391004487872,13.23075524568606,0.954,3.27548174187541,13.375766780316122,0.887
28,200,1000,50,3,0.05,5,0.1,697.1410371679813,9.59354348109054,0.961,3.4747620709240437,6.300658898366948,0.998
339,10,1000,10,3,0.05,5,0.1,660.2777843251824,8.515928876852218,0.942,3.2365237660706043,19.877969178205497,0.518
53,30,1000,50,3,0.05,5,0.1,1020.1499124830588,11.274418097409043,0.96,3.2690150537528098,14.471845122477484,0.759
301,50,1000,30,3,0.05,5,0.1,1423.803262874484,11.578025712142646,0.973,3.22121474519372,15.81773260750013,0.405
359,10,1000,30,3,0.05,5,0.1,3906.558568380773,15.101081943382304,0.429,3.2547409757971764,13.847028545180898,0.527
397,50,1000,10,3,0.05,5,0.1,542.3123998492956,8.202524276785327,0.943,3.1867506988346577,10.330173751205816,0.994
346,30,1000,30,3,0.05,5,0.1,1336.4947748705745,12.205675571047475,0.941,3.205339029431343,13.91562449451445,0.625
14,50,1000,50,3,0.05,5,0.1,973.7538195708768,9.884385071278734,0.953,3.4440588639117777,11.018592268067692,0.887
79,10,1000,50,3,0.05,5,0.1,2982.6564913094044,10.058915474471632,0.906,3.589314938057214,16.894902151845297,0.427
373,30,1000,30,3,0.05,5,0.1,1413.0586373806,11.755576886380297,0.916,3.4099272191524506,13.624276916794708,0.337
21,50,1000,50,3,0.05,5,0.1,1349.038591652643,15.225112393146269,0.955,3.5193825839087367,13.977709937906967,0.866
66,30,1000,50,3,0.05,5,0.1,1949.062698526308,12.863559055157031,0.909,3.542676190380007,13.44482514897242,0.629
334,50,1000,30,3,0.05,5,0.1,2755.647414840758,16.28388394736223,0.598,3.790605314075947,12.984731781403012,0.583
77,10,1000,50,3,0.05,5,0.1,5916.146073834971,21.16996502537983,0.471,3.2168862633407116,15.225177216410058,0.314
68,30,1000,50,3,0.05,5,0.1,1501.9691965957172,12.058782254437254,0.959,3.190757459960878,14.087987576855731,0.531
362,10,1000,30,3,0.05,5,0.1,4707.590502940118,20.971713169671823,0.363,3.476511485874653,16.343098845581768,0.473
2,50,1000,50,3,0.05,5,0.1,1511.9322509830818,12.45884280545448,0.953,3.657553989905864,14.975603487682188,0.582
357,10,1000,30,3,0.05,5,0.1,2979.07633921504,12.224714916244858,0.897,3.3244316168129444,13.696280825419498,0.553
42,10,1000,50,3,0.05,5,0.1,1721.4357192460448,9.071746718954556,0.942,3.298788921907544,19.385452566363742,0.505
399,50,1000,10,3,0.05,5,0.1,420.7892639040947,8.070445486535261,0.963,3.2110077776014805,8.222124965912295,0.998
375,50,1000,30,3,0.05,5,0.1,892.8222198449075,10.549521277145107,0.941,3.374982602894306,11.251878152686263,0.887
27,30,1000,50,3,0.05,5,0.1,1170.484633069951,8.44578820063512,0.959,3.224087918177247,17.939433196935564,0.543
38,10,1000,50,3,0.05,5,0.1,1731.4863700279966,9.865117381035017,0.932,3.2515736068598926,20.55678709096437,0.324
60,50,1000,50,3,0.05,5,0.1,967.6570968348532,9.022654601233167,0.966,3.4291586219333112,11.185643039531069,0.904
332,30,1000,30,3,0.05,5,0.1,1207.7836015373468,11.963891421172448,0.969,3.5770023241639137,14.745669655005084,0.512
55,50,1000,50,3,0.05,5,0.1,868.9741145530716,9.129986432336644,0.961,3.542787775862962,10.079479172413308,0.922
307,30,1000,30,3,0.05,5,0.1,2058.1296337731183,10.888958204909848,0.92,3.2315970808267593,15.048679641281405,0.593
340,50,1000,30,3,0.05,5,0.1,977.0993524454534,7.8096830691116335,0.964,3.25412805005908,9.905471543536668,0.916
12,30,1000,50,3,0.05,5,0.1,946.9553509298712,9.979917188849196,0.952,3.238053081091494,14.022135989197356,0.856
318,10,1000,30,3,0.05,5,0.1,2166.6020771712065,8.567890351241362,0.963,3.429364424198866,18.38129989188079,0.549
391,30,1000,10,3,0.05,5,0.1,6324.455577801913,9.518156790926149,0.76,3.5226740054786205,9.51262031618496,0.644
309,30,1000,30,3,0.05,5,0.1,1301.0747890770435,12.352974185133007,0.953,3.362334541976452,13.54650294594162,0.704
380,10,1000,10,3,0.05,5,0.1,1076.261038064957,9.833762090954435,0.962,3.5268048122525215,19.161623092748425,0.452
316,10,1000,30,3,0.05,5,0.1,1116.2468185909092,8.60653151368265,0.962,3.1501751616597176,16.217137213347893,0.582
29,30,1000,50,3,0.05,5,0.1,959.2027191580272,9.46931274037824,0.947,3.284449750091881,12.689815096470396,0.821
323,10,1000,30,3,0.05,5,0.1,1166.0308745279908,10.15971747005714,0.933,3.3958248049020767,19.88559677354064,0.568
36,10,1000,50,3,0.05,5,0.1,2475.568621939048,12.07747582197792,0.823,3.401809134054929,15.682173630795958,0.366
13,100,1000,50,3,0.05,5,0.1,1035.624998421874,13.670572423410045,0.944,3.4722563810646534,15.718382282732488,0.696
30,200,1000,10,3,0.05,5,0.1,542.0168815767393,11.84170133152928,0.932,3.262114718090743,6.664512035112682,0.924
60,10,1000,30,3,0.05,5,0.1,2032.2423773920164,9.116515837414628,0.947,3.554257965181023,18.251056423448073,0.476
38,50,1000,30,3,0.05,5,0.1,800.5744838039391,10.512170337598006,0.951,4.021013250108808,13.692703335350885,0.896
55,10,1000,30,3,0.05,5,0.1,1771.1896773991175,9.341890700417256,0.96,3.481179988011718,16.701409402325734,0.52
63,100,1000,10,3,0.05,5,0.1,488.1463438710198,10.474398755267458,0.967,3.2351236739195883,6.611394304442643,0.998
301,100,1000,30,3,0.05,5,0.1,953.6763464398682,11.94983189905983,0.981,3.4711647406220436,9.931578790906142,0.934
40,200,1000,50,3,0.05,5,0.1,682.8293984346092,9.84841975079862,0.952,3.2522834870032966,6.643150942879976,0.993
90,100,1000,50,3,0.05,5,0.1,929.5242857541888,11.984795814429264,0.956,2.8321511638350785,9.800492169498188,0.972
318,50,1000,50,3,0.05,5,0.1,1044.9795141629877,8.02058806336354,0.97,3.252350725233555,12.072468802917111,0.94
351,30,1000,50,3,0.05,5,0.1,1024.5912195295095,6.528280056282214,0.974,3.5211223512887955,12.925300358273365,0.909
44,30,1000,30,3,0.05,5,0.1,963.317008468788,8.883932533963938,0.965,3.529046982061118,15.835285911848668,0.737
316,50,1000,50,3,0.05,5,0.1,1131.2830703370273,8.012887302908677,0.978,3.564718097448349,9.36493718733697,0.961
95,50,1000,10,3,0.05,5,0.1,788.2016829680651,12.579764850136623,0.969,3.2133652539923787,10.3605825837675,0.91
71,200,1000,10,3,0.05,5,0.1,701.7758823568001,15.202487923357353,0.958,2.8165165833197534,9.935962587837857,0.895
82,200,1000,50,3,0.05,5,0.1,729.7283708020113,9.108160625442338,0.957,3.5284731439314783,6.028640403837596,0.998
52,100,1000,50,3,0.05,5,0.1,1069.8298706728965,8.189222212967234,0.966,3.497764791827649,7.744880195855614,0.994
71,30,1000,30,3,0.05,5,0.1,3186.5158839179203,12.108065597844467,0.909,3.1479552150703967,15.29765334325577,0.5
364,30,1000,50,3,0.05,5,0.1,1820.2380530759692,11.796350373849604,0.957,3.407014697790146,14.652338917304498,0.541
36,50,1000,30,3,0.05,5,0.1,722.3699869429693,12.985816038786716,0.959,3.383157222997397,9.574766420984336,0.849
22,100,1000,10,3,0.05,5,0.1,570.6745384121314,12.052626641957962,0.961,3.2973063038662076,9.723979973726196,0.983
30,100,1000,30,3,0.05,5,0.1,903.867489556782,11.844004386371548,0.894,3.2958614616654813,9.640753443715722,0.756
82,10,1000,10,3,0.05,5,0.1,816.9527734182775,7.543682011257397,0.941,3.356586532201618,13.767783104522596,0.813
359,50,1000,50,3,0.05,5,0.1,3903.6138350367546,15.10341569902261,0.684,3.22375575453043,9.62061740267388,0.611
301,10,1000,50,3,0.05,5,0.1,4052.683256916702,9.91101917079418,0.882,3.286714058369398,16.547560049261776,0.368
14,10,1000,30,3,0.05,5,0.1,1871.8312466400675,10.563921441942124,0.936,3.2910572132095695,17.18377079251099,0.544
2,100,1000,50,3,0.05,5,0.1,1126.245244071819,13.288996705597883,0.96,2.81725650606677,13.24538242335693,0.813
21,10,1000,30,3,0.05,5,0.1,2513.4982104511,11.528561736133554,0.905,3.286682149861008,16.987837747503512,0.435
63,200,1000,30,3,0.05,5,0.1,685.0047625848092,10.436333298762989,0.973,3.312925612088293,5.420891289090148,0.998
79,50,1000,30,3,0.05,5,0.1,867.0300471922383,11.192799321353538,0.948,3.339123886078596,11.11856200320259,0.891
334,10,1000,50,3,0.05,5,0.1,23242.777708351612,16.748774729977377,0.62,3.1976837925612926,15.913728132719736,0.378
77,50,1000,30,3,0.05,5,0.1,2035.940151276067,12.670456919836909,0.952,3.671728938817978,9.786410647100334,0.596
325,30,1000,50,3,0.05,5,0.1,1712.3832089491189,11.597328121902336,0.956,3.0987621806561947,14.775130239316178,0.768
30,30,1000,30,3,0.05,5,0.1,2359.576148130931,11.920983735844905,0.914,3.5514079625718296,14.833021063417782,0.457
313,100,1000,10,3,0.05,5,0.1,594.8726688325405,9.7752929873347,0.964,3.0492640249431133,10.911357273616,0.992
71,100,1000,30,3,0.05,5,0.1,1351.4808248048648,11.750709337772172,0.912,3.513146724086255,14.932543289506762,0.555
357,50,1000,50,3,0.05,5,0.1,1574.736437086016,11.582194201398172,0.926,3.5593802109360695,12.456328135197266,0.717
2,10,1000,30,3,0.05,5,0.1,2844.1994581483305,9.76742467603366,0.911,3.286471478175372,15.17660408891178,0.513
22,200,1000,30,3,0.05,5,0.1,937.8036508741789,12.4035183526566,0.947,3.917784921824932,8.936932761554132,0.989
93,30,1000,10,3,0.05,5,0.1,706.6912014139816,12.28204452374615,0.958,3.372350048739463,11.869329786736282,0.906
42,50,1000,30,3,0.05,5,0.1,767.5507308589295,9.209005978716156,0.956,3.507621909957379,9.101943978476903,0.934
310,30,1000,50,3,0.05,5,0.1,1679.415120292455,10.991683316154033,0.958,3.12338799983263,14.490884881894203,0.68
22,50,1000,10,3,0.05,5,0.1,784.5815396360122,11.707961170598846,0.96,3.9111902681179345,9.8294511173331,0.966
24,200,1000,10,3,0.05,5,0.1,545.8468931708485,12.132896713801893,0.964,3.8546427036635578,6.743063642777622,0.998
65,30,1000,10,3,0.05,5,0.1,636.5217546569183,10.563366577294683,0.948,3.214710960164666,13.194801044219874,0.908
50,30,1000,10,3,0.05,5,0.1,852.2866014358588,12.078069793327456,0.965,3.4536963352002203,9.642657928490532,0.73
84,100,1000,50,3,0.05,5,0.1,902.7884754650296,12.057679556829108,0.972,2.802596460096538,10.629442599370703,0.971
54,200,1000,50,3,0.05,5,0.1,603.5402743909508,10.715294650458606,0.982,3.7595119937323034,8.271530713607955,0.994
77,100,1000,10,3,0.05,5,0.1,645.0622204197571,13.881648621666184,0.959,3.284170910716057,11.754791050726393,0.595
81,50,1000,30,3,0.05,5,0.1,838.3264872920699,9.313403528512856,0.972,3.105817907024175,12.9203352167883,0.941
17,50,1000,10,3,0.05,5,0.1,1429.987398844678,14.831953959887766,0.934,3.676726787816733,10.500010563947354,0.58
1,50,1000,10,3,0.05,5,0.1,453.00334773771465,9.917688637894717,0.978,3.686066760215908,7.784822435160221,0.989
46,100,1000,50,3,0.05,5,0.1,1065.9444910483437,9.19117019673739,0.953,3.430517664179206,8.331153123521688,0.993
41,10,1000,10,3,0.05,5,0.1,1532.2353676478378,9.236269882079126,0.941,3.317980332765728,16.724307860912834,0.539
96,200,1000,50,3,0.05,5,0.1,670.0993739170954,13.817956789428171,0.975,2.7845841445960104,9.42367819388817,0.996
19,50,1000,10,3,0.05,5,0.1,790.3939660829492,11.982496897825126,0.981,3.3475107671692967,11.648303470405008,0.954
65,200,1000,10,3,0.05,5,0.1,492.2294960408471,11.378933620370884,0.954,3.471245786175132,7.9982004636087956,0.998
74,10,1000,10,3,0.05,5,0.1,1045.892251027748,11.435272220526194,0.957,3.3437846433371305,14.67343984074089,0.372
36,100,1000,10,3,0.05,5,0.1,572.659499257803,14.10504211596756,0.962,3.518732607830316,8.194826107459683,0.858
15,200,1000,50,3,0.05,5,0.1,806.3749637492001,9.855043361049434,0.975,3.6549752899445593,9.079415365844769,0.998
87,30,1000,30,3,0.05,5,0.1,868.0151325389743,12.574495592529985,0.954,3.2162276888266206,10.587229962389792,0.686
9,30,1000,10,3,0.05,5,0.1,1022.1989913401194,11.540103270525988,0.96,3.218748169951141,14.494817485982791,0.607
346,100,1000,10,3,0.05,5,0.1,678.2730271071196,12.804299143024998,0.964,3.633902873843908,11.957600103012629,0.957
24,100,1000,30,3,0.05,5,0.1,790.2380771683529,12.20667772956232,0.952,3.328944353852421,7.391053582510263,0.979
56,50,1000,10,3,0.05,5,0.1,2699.6796395848505,11.662825482502251,0.892,3.583710645791143,9.563605015311746,0.642
11,30,1000,10,3,0.05,5,0.1,665.6818653321825,12.765945633771038,0.98,3.357311368919909,9.80603654575377,0.935
98,10,1000,30,3,0.05,5,0.1,2167.0223143259063,8.756035248211452,0.952,3.437580910976976,22.10222556325424,0.408
77,200,1000,30,3,0.05,5,0.1,1056.3155945213512,14.196026111771744,0.96,3.57364747999236,9.39491320054148,0.81
24,30,1000,10,3,0.05,5,0.1,698.3290097271092,11.749539615231951,0.957,3.338046181946993,8.450029892013422,0.923
63,50,1000,10,3,0.05,5,0.1,514.7604492190294,10.54185223957652,0.969,3.5250864820554852,7.791362442306784,0.987
65,100,1000,30,3,0.05,5,0.1,846.9869923447259,12.631385389505084,0.953,3.5244301529601216,11.34336837133109,0.987
307,100,1000,10,3,0.05,5,0.1,746.7775768302381,10.422684560883196,0.955,3.588010545819998,10.097299263235074,0.864
4,200,1000,50,3,0.05,5,0.1,750.9633115832694,14.56691285955396,0.952,3.7162507879547775,9.61053361237473,0.929
35,10,1000,10,3,0.05,5,0.1,845.9603406419046,13.14679120794355,0.965,3.3303821799345315,16.974957573207732,0.514
7,30,1000,10,3,0.05,5,0.1,790.0232343133539,11.605214674480177,0.949,3.292346782051027,9.384950575985318,0.925
58,50,1000,10,3,0.05,5,0.1,859.0299839549698,15.733533038640628,0.942,3.371789298951626,7.325624660350286,0.778
89,30,1000,30,3,0.05,5,0.1,1130.460598259233,9.065547015171903,0.975,3.142042277846486,10.79502187016177,0.891
96,10,1000,30,3,0.05,5,0.1,1886.2761783250608,9.128583506149232,0.891,3.256430314853787,17.540589965141322,0.383
36,200,1000,30,3,0.05,5,0.1,501.91071362700313,14.079437869290627,0.967,3.7033147956244648,5.9617357015001415,0.964
76,10,1000,10,3,0.05,5,0.1,791.8499920410104,10.921366799439276,0.955,3.422199599444866,15.78316924481928,0.64
38,200,1000,10,3,0.05,5,0.1,448.36935063498095,9.9589805203165,0.974,3.7912140199914575,6.118336077966597,0.998
69,30,1000,10,3,0.05,5,0.1,437.8080809633248,7.081094179964417,0.977,3.2531923153437674,10.0335210167728,0.99
98,100,1000,50,3,0.05,5,0.1,680.2381266131997,9.23022661775127,0.969,3.4794278028421104,8.9064748279125,0.996
48,200,1000,50,3,0.05,5,0.1,544.9575538700446,9.877296292824749,0.948,3.7132729119621217,5.764950801166522,0.998
3,50,1000,10,3,0.05,5,0.1,536.469284049701,11.375377780246948,0.971,3.3260424779728055,12.303986928644903,0.951
309,100,1000,30,3,0.05,5,0.1,785.8098955713212,12.833646934037748,0.954,3.316159959882498,7.346207352948524,0.855
398,50,1000,50,3,0.05,5,0.1,903.0228644758464,8.94768744374955,0.973,3.037151090800762,11.424121254419909,0.948
43,10,1000,10,3,0.05,5,0.1,980.5883463160136,8.241996254069269,0.946,3.458544872701168,14.12978150452411,0.706
83,50,1000,30,3,0.05,5,0.1,1992.7365638096817,11.068271646157308,0.869,3.186906034126878,11.804581318950367,0.645
52,30,1000,10,3,0.05,5,0.1,473.35846673790365,7.569259298244279,0.965,3.52038181014359,8.904287201429693,0.979
79,200,1000,10,3,0.05,5,0.1,518.2917730747722,11.126697811912226,0.955,4.076853066217154,7.425380206749282,0.998
